text,location,tsunami,high_waves,coastal_flooding,not_relevant,panic,informational,help_needed
🏃‍♂️ Had a great time at Alibaug ! f81c3f1b-e5fc-4bf0-94c8-66160a664ee1,Alibaug,0,0,0,1,1,0,0
😍 Great weather in Puri today ? a7da7a21-4bfd-43af-af5f-f110b79ba6a3,Puri,0,0,0,1,0,0,0
"✔️ The sea is receding at Kovalam beach, a possible sign of tsunami . 67c6665d-95f6-4bb9-8b2c-86a7e879a8fd",Kovalam beach,1,0,0,0,0,1,0
😊 Had a great time at Chennai . d1f5e56d-db3e-41b3-a950-e3a05142c249,Chennai,0,0,0,1,0,0,0
😭 Local authorities advising to avoid Kollam due to flooding ? e9ab3cbc-9894-457d-80a9-3d7aab2927ad,Kollam,0,0,1,0,1,0,1
🤷‍♀️ My life is a tsunami of work . aa0eb6cb-f763-4285-bd2e-639ceb2cb1fd,Bhopal,0,0,0,1,0,0,0
😂 Just chilling at Jaipur beach . 69719f20-f12b-4cff-a16b-afba94f16308,Jaipur,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ! fa9eef8d-16cb-4353-bfd6-5538dd35d10a,Kollam,0,0,0,1,0,0,0
👍 Great weather in Bhopal today ! 7d0b36ae-4415-4546-acc5-dabf3eee19a1,Bhopal,0,0,0,1,0,0,0
😱 The new movie's climax was a flood of emotions ? 56a3600b-0153-4cbe-9a80-019727955363,Jaipur,0,0,0,1,1,0,0
✅ Tsunami warning issued for Gopalpur ? c05822a0-381e-4e8e-98b9-d4308b5e206a,Gopalpur,1,0,0,0,0,1,0
😨 Unusually high waves are lashing the coasts of Nagoa Beach . f66f9c2e-87b5-4b89-9d11-a90b0519e339,Nagoa Beach,0,1,0,0,1,0,0
😂 Just chilling at Marine Drive Mumbai beach ! 80a84701-8220-4353-8784-67a83cda6bd1,Marine Drive Mumbai,0,0,0,1,0,0,0
👍 Enjoying the beautiful sunset at Cavelossim Beach ! 0138a81c-8d13-40f9-b54a-e1c1d1c84340,Cavelossim Beach,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions ? bffd4c2c-6c78-4cf3-9fcc-2432d1ae9010,Marina Beach Chennai,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Puri ! 8bc385e5-b32d-4907-9a77-a80dcb2a80f0,Puri,0,0,0,1,0,0,0
😊 Great weather in New Delhi today ? 22b19494-0f57-4eac-93cf-dfd334640bda,New Delhi,0,0,0,1,0,0,0
👍 Just chilling at Alibaug beach . 94f9caa0-0d20-49aa-bccd-0a6581c1e7a9,Alibaug,0,0,0,1,0,0,0
😨 High tide and strong waves at Marine Drive Mumbai beach ! 6e1fb98c-7bd3-4c55-978f-92a31f2b88cb,Marine Drive Mumbai,0,1,0,0,1,0,0
🤷‍♀️ Had a great time at Bangalore ? 3d1b2b51-7b2f-4592-8f8a-dcff074ff341,Bangalore,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ! fa80afdf-73be-4607-91db-6f4864562aa3,Nagoa Beach,0,0,0,1,0,0,0
✅ Reports of a tsunami alert near Nagoa Beach . f5060aa6-5ca9-4fd2-a341-ffa88fea4127,Nagoa Beach,1,0,0,0,0,1,0
"✔️ Cyclone alert, waves getting dangerously high at Mumbai ? ed41ea07-c206-4bb4-853e-0cbb4c01ee67",Mumbai,0,1,0,0,0,1,0
😎 Great weather in Cavelossim Beach today ! 3870b004-4a0e-4f5b-ab10-ffef780c0c45,Cavelossim Beach,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions . ce297174-c4fe-4fde-97b8-d3f9befbb8d5,Amritsar,0,0,0,1,0,0,0
😍 Enjoying the beautiful sunset at Alappuzha . d6d5ae5d-3ad5-40df-af81-703e0482a937,Alappuzha,0,0,0,1,0,0,0
✔️ Just chilling at Alappuzha beach . 9bde4657-907c-4eff-80c9-9d051987c69f,Alappuzha,0,0,0,1,0,1,0
🙏 The news is confirming a tsunami threat for Marine Drive Mumbai ! 2ee2b531-f0f2-4aef-97c3-95d63d8918c0,Marine Drive Mumbai,1,0,0,0,1,0,1
"✔️ The sea is receding at Kochi, a possible sign of tsunami . c9e596ee-d4f5-45ef-91a3-7273c2b4d954",Kochi,1,0,0,0,0,1,0
😱 Massive high waves hitting Kollam shores ! dcbc7e48-d42e-48ae-91aa-41f494dcaf30,Kollam,0,1,0,0,1,0,0
😎 Enjoying the beautiful sunset at Jaipur ? 6adfd086-89c8-49b9-a66b-3b96d6549d2f,Jaipur,0,0,0,1,0,0,0
🤦‍♂️ Enjoying the beautiful sunset at New Delhi ! aca5e98f-e7e2-45d0-9fb3-b813fbe40603,New Delhi,0,0,0,1,0,0,0
📰 Heavy waterlogging on roads in Nagoa Beach ! 4fe124c2-0d71-4059-9799-7af362035dd2,Nagoa Beach,0,0,1,0,0,1,0
😎 Just chilling at Pune beach ! 1a2d0072-4653-447a-8b79-068ac3ad4cd6,Pune,0,0,0,1,0,0,0
📰 Heavy waterlogging on roads in Mumbai ? bb5ba324-630f-4039-a46e-7c820ad3ae99,Mumbai,0,0,1,0,0,1,0
😂 Great weather in Chennai today ! b9846a40-be74-40ac-aa66-2090aa12e18a,Chennai,0,0,0,1,0,0,0
😂 My life is a tsunami of work . 703ed0ec-27fd-4824-a73a-c7aee3f945d5,Marine Drive Mumbai,0,0,0,1,0,0,0
🤷‍♀️ Just chilling at Kochi beach ! 9f598745-382d-4b92-98ba-14a8e96e59fd,Kochi,0,0,0,1,0,0,0
😎 Just chilling at Lucknow beach . a247c66b-2241-4e03-b239-fc06986c0bec,Lucknow,0,0,0,1,0,0,0
😂 Had a great time at Varanasi . cdd3a071-be4c-4095-ac9e-2982467a350d,Varanasi,0,0,0,1,0,0,0
👍 Just chilling at Kollam beach . 065064fe-0a7c-4865-b047-3364b5ad20fd,Kollam,0,0,0,1,0,0,0
📞 The streets of Kollam have turned into a river ! fe59d98e-2347-4632-9748-0d2469327c37,Kollam,0,0,1,0,1,0,1
🤦‍♂️ The new movie's climax was a flood of emotions ? 30641351-2bae-4800-8670-5333f57dd2cb,Lucknow,0,0,0,1,0,0,0
"📣 The sea is receding at Mumbai, a possible sign of tsunami . 5393ac22-3203-439d-872d-57f68d8bd5bb",Mumbai,1,0,0,0,0,1,0
😬 Enjoying the beautiful sunset at Digha . c5199e06-1bad-405b-8f69-15a976d55ba9,Digha,0,0,0,1,1,0,0
🏃‍♂️ Just chilling at Jaipur beach ? 3cb57877-baa9-48b2-aff6-ad52db1e0150,Jaipur,0,0,0,1,1,0,0
😂 Had a great time at Amritsar ? 40f85a01-7153-40b0-b9fc-20849354ee2e,Amritsar,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions . ae0dc94e-7bbf-43ca-8f66-96826b1d63a2,Kochi,0,0,0,1,0,0,0
✔️ Reports of a tsunami alert near Kovalam beach ! 12181d40-ec14-4bfb-a851-e028eb00dd9a,Kovalam beach,1,0,0,0,0,1,0
⚠️ Coastal flooding reported in Marina Beach Chennai after rains ! 67fbabbc-deda-4cd0-baca-ac2124f4aee8,Marina Beach Chennai,0,0,1,0,0,1,0
🗓️ Unusually high waves are lashing the coasts of Puri ! f9324823-9a6a-4757-80ac-766679810835,Puri,0,1,0,0,0,1,0
😍 My life is a tsunami of work ! 196c7baa-ec98-4087-aa98-0afe4b52a42f,Vizag,0,0,0,1,0,0,0
😊 Enjoying the beautiful sunset at Chennai . da671e9d-c8df-4b68-bbb6-0612e06be237,Chennai,0,0,0,1,0,0,0
"🏃‍♂️ The sea is receding at Cavelossim Beach, a possible sign of tsunami . 91b3eef3-6ce4-4356-a567-eeb860152c7f",Cavelossim Beach,1,0,0,0,1,0,0
🤦‍♂️ Just chilling at Amritsar beach . 99e4e1df-262c-443f-980a-f0be0daf921e,Amritsar,0,0,0,1,0,0,0
😍 Just chilling at Alappuzha beach ? 94104b3e-752c-4f09-8d41-64cd7cfa70f7,Alappuzha,0,0,0,1,0,0,0
✔️ Rough sea conditions and strong waves in Kovalam beach ? 245bb3b2-bb57-4206-80ae-7cb097df7270,Kovalam beach,0,1,0,0,0,1,0
🤷‍♀️ My life is a tsunami of work . f62afd76-a312-4c4b-a68b-261e034a5097,Mysuru,0,0,0,1,0,0,0
😎 Just chilling at Kollam beach . d0986692-7a6d-491d-9874-f6813afcf011,Kollam,0,0,0,1,0,0,0
😰 The news is confirming a tsunami threat for Kollam ? 67ce0092-e634-4816-9a6e-bbbbcef3587a,Kollam,1,0,0,0,1,0,0
👍 Enjoying the beautiful sunset at Agra ? 4bd553e6-684d-40eb-8f94-9c0fb1cbd68e,Agra,0,0,0,1,0,0,0
😍 Had a great time at New Delhi . bb9c4fd6-0ab4-4b56-b64b-67bc5a708b33,New Delhi,0,0,0,1,0,0,0
😊 My life is a tsunami of work ! 6773184f-600f-420b-b706-863de5496fc2,Vizag,0,0,0,1,0,0,0
📣 Great weather in Bhopal today ! 8cae9947-b0da-489d-b56a-ba7277c04be6,Bhopal,0,0,0,1,0,1,0
🤦‍♂️ Just chilling at Lucknow beach ! bd4913de-74a9-4689-aba6-6f087138589e,Lucknow,0,0,0,1,0,0,0
📢 Rough sea conditions and strong waves in Mumbai . 1a6b8c1d-e063-4f05-8fdc-c7ba424a5488,Mumbai,0,1,0,0,0,1,0
😎 My life is a tsunami of work ! eb5c411b-244e-49cb-a510-071f0f9dfb0d,Chennai,0,0,0,1,0,0,0
😬 Local authorities advising to avoid Cavelossim Beach due to flooding ! d8b41949-cb5a-4d64-b86d-a3b7903cfd7b,Cavelossim Beach,0,0,1,0,1,0,0
⚠️ Rough sea conditions and strong waves in Alappuzha ? 8fc0b672-413e-4d32-87a9-b5f30ed5a669,Alappuzha,0,1,0,0,0,1,0
😎 Just chilling at Bangalore beach ? 2d544385-74ff-48b5-ab87-8e7a1d75d3df,Bangalore,0,0,0,1,0,0,0
📣 Heavy waterlogging on roads in Gopalpur ? 1ad924ab-8e47-4923-a062-6d9d53c39003,Gopalpur,0,0,1,0,0,1,0
🗓️ Rough sea conditions and strong waves in Chennai ! 4f320038-aaf2-4ca6-83c9-98fde6771ca8,Chennai,0,1,0,0,0,1,0
😊 Had a great time at Chennai . 48a0f8b2-a074-4695-8b4e-60072e8449b6,Chennai,0,0,0,1,0,0,0
😍 My life is a tsunami of work . 8f606f93-7542-482d-ba18-5a74e061315b,Pune,0,0,0,1,0,0,0
😂 Had a great time at Vizag ! 7c1a8ba3-0af0-4f49-b513-bcf27980f837,Vizag,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Kolkata ! 72df8c13-1a35-4637-a7ad-cbca5843d4b2,Kolkata,0,0,0,1,0,0,0
😂 Had a great time at Hyderabad ? d6b670a5-0aaf-4bc1-b2f7-ad541a5f0177,Hyderabad,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Kollam ? ce790cc7-ebf0-4ff2-bc97-a4ede588cc62,Kollam,0,0,0,1,0,0,0
😎 Just chilling at Varanasi beach ! 9cd96c60-e31c-4659-ae95-1d331c52e987,Varanasi,0,0,0,1,0,0,0
🏃‍♂️ Rough sea conditions and strong waves in Alappuzha ! 5baa1316-1cfe-45fb-829a-1dc779e0e7b3,Alappuzha,0,1,0,0,1,0,0
😂 Great weather in Kollam today ! ee04f56e-707e-4e42-9ad8-eaf8151b969f,Kollam,0,0,0,1,0,0,0
😍 Great weather in Nagoa Beach today ? 9e27c06a-f0eb-40e8-8175-38a828596a03,Nagoa Beach,0,0,0,1,0,0,0
😬 High tide and strong waves at Nagoa Beach beach . 8cbe2fbc-6fb0-4ea8-a1e3-f6a10809fb64,Nagoa Beach,0,1,0,0,1,0,0
😂 Had a great time at Alappuzha ! 19a4f30b-a897-4438-9a47-9d43b9d718d7,Alappuzha,0,0,0,1,0,0,0
😂 Had a great time at Pune ? 1e3cc088-d0c5-4ad4-a885-53aa29a1f3f0,Pune,0,0,0,1,0,0,0
😎 My life is a tsunami of work . a3dadae5-4729-48bb-8201-623066dfbb73,Ahmedabad,0,0,0,1,0,0,0
😨 The streets of Digha have turned into a river ! 3d193313-0e9b-4e82-b27a-aa003ebc6edc,Digha,0,0,1,0,1,0,0
👍 My life is a tsunami of work ! 4a3d0a8d-f682-48af-98f6-9a43f4c9d326,Nagoa Beach,0,0,0,1,0,0,0
📢 The streets of Chennai have turned into a river ? 6478098a-9503-45dc-8ad0-bb767fa69067,Chennai,0,0,1,0,0,1,0
😂 Enjoying the beautiful sunset at Vizag . 4baa193b-374e-44ea-8d05-1c7bcb36891a,Vizag,0,0,0,1,0,0,0
⚠️ Coastal flooding reported in Vizag after rains ? f165d103-7605-41ef-8173-05c4defdcb9f,Vizag,0,0,1,0,0,1,0
😂 Enjoying the beautiful sunset at Alappuzha ! 8bdf4b5b-6855-491b-8477-9c0fc1aed967,Alappuzha,0,0,0,1,0,0,0
😍 Had a great time at Varanasi . 4a04acc7-f324-4625-bd98-6e030fa7ed46,Varanasi,0,0,0,1,0,0,0
😂 My life is a tsunami of work . cecb4b84-4b39-43b2-bbbc-1461e15c7ca3,Alappuzha,0,0,0,1,0,0,0
🤷‍♀️ Great weather in Mysuru today ! 3109ab35-4cec-4ec3-8a68-8771252909b4,Mysuru,0,0,0,1,0,0,0
😊 Had a great time at Chennai . 38a7e34e-cbf0-4b23-a366-c880b16c07dc,Chennai,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions ! 9ec6126d-8691-430b-8e10-a6639fa1fbdb,Mysuru,0,0,0,1,0,0,0
😍 Just chilling at Lucknow beach . 92c8fc2e-97df-47e0-abb9-5050abf802dd,Lucknow,0,0,0,1,0,0,0
😂 Had a great time at Agra ? ddaf8a9a-1610-4be8-b5ab-af6d414bb7e7,Agra,0,0,0,1,0,0,0
📣 Local authorities advising to avoid Nagoa Beach due to flooding . ccfceb92-296e-4fb8-ba10-88ce66bf8fca,Nagoa Beach,0,0,1,0,0,1,0
😱 The news is confirming a tsunami threat for Kollam ? fedc9e91-4e3c-4a04-b2fb-4bbdfe7dc8b6,Kollam,1,0,0,0,1,0,0
🤷‍♀️ My life is a tsunami of work ! 28fe2fe1-f4bb-45d3-9272-576d329d6695,Cavelossim Beach,0,0,0,1,0,0,0
🚨 Coastal flooding reported in Gopalpur after rains ? d0cfd9ae-b65c-423e-867a-057fe846e575,Gopalpur,0,0,1,0,1,0,1
"✔️ Cyclone alert, waves getting dangerously high at Puri ? 94d65445-5bcf-4d07-84f2-6748aed3934e",Puri,0,1,0,0,0,1,0
🚨 High tide and strong waves at Mumbai beach ! 949547b3-b012-4f86-90fb-caf816b4262a,Mumbai,0,1,0,0,1,0,0
😰 Great weather in Chandigarh today ! 4a3594c7-9dfe-4f23-8802-9b7b7235f7fc,Chandigarh,0,0,0,1,1,0,0
😂 My life is a tsunami of work ! c85acf77-2b1a-43c6-a57b-5b0a02e79be1,Amritsar,0,0,0,1,0,0,0
😱 Local authorities advising to avoid Kochi due to flooding ? 05fee9f4-36e3-49c7-907a-bc1f3c2ad4f5,Kochi,0,0,1,0,1,0,0
😊 The new movie's climax was a flood of emotions ? 86ba14d3-6130-4c83-a082-f1b00a4215c7,Kollam,0,0,0,1,0,0,0
🏃‍♂️ Had a great time at Bangalore ? 21878832-6686-436d-b1f3-4cf57bed565f,Bangalore,0,0,0,1,1,0,0
"📣 Cyclone alert, waves getting dangerously high at Alibaug ? b4570499-442a-4965-b880-a37c5e8d8810",Alibaug,0,1,0,0,0,1,0
⚠️ Unusually high waves are lashing the coasts of Kochi ! ae81b56d-7c20-4b1b-b6f2-838fdbc53e4b,Kochi,0,1,0,0,0,1,0
🤷‍♀️ The new movie's climax was a flood of emotions ? 5ca83c64-7e71-4988-a667-49af23835559,Mysuru,0,0,0,1,0,0,0
🤷‍♀️ The new movie's climax was a flood of emotions . 03616b35-d981-42c7-8ef1-23dd65356db2,Nagoa Beach,0,0,0,1,0,0,0
🏃‍♂️ Coastal flooding reported in Marine Drive Mumbai after rains ! 48d2c093-0941-4363-a062-2b0e2f6b85ef,Marine Drive Mumbai,0,0,1,0,1,0,0
✔️ Heavy waterlogging on roads in Alappuzha ! 9e14b491-7560-4ef3-8e90-d6d9868e2389,Alappuzha,0,0,1,0,0,1,0
👍 Just chilling at Cavelossim Beach beach . c9c8eedf-26a4-44c3-a649-1221bd5312c0,Cavelossim Beach,0,0,0,1,0,0,0
🚨 Water is entering homes in Chennai near the shore ? bd85bf8d-74df-4b57-8944-b7b35de1ed6e,Chennai,0,0,1,0,1,0,0
🤷‍♀️ Great weather in Bangalore today ? 49375571-c62a-488d-bf9d-78851d04e115,Bangalore,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions . b2fee45d-8d58-439a-bd38-63c1b9dcc609,Jaipur,0,0,0,1,0,0,0
😱 My life is a tsunami of work ! 2454d81e-a127-4347-8d9b-fced2d4b7197,Pune,0,0,0,1,1,0,0
📣 The new movie's climax was a flood of emotions ! ea04d245-31ec-49ad-a54f-5b854a44201e,Alibaug,0,0,0,1,0,1,0
😎 Great weather in Kollam today ! 9ffc8e41-6d06-403d-8079-39a5a9807016,Kollam,0,0,0,1,0,0,0
😨 The streets of Vizag have turned into a river . 6a261c39-e556-4f8d-aefe-22f3d35a01ed,Vizag,0,0,1,0,1,0,0
🤦‍♂️ Had a great time at Varanasi ! 56e8e7d1-8f80-4148-83c9-e20e8c478fa1,Varanasi,0,0,0,1,0,0,0
🚨 Reports of a tsunami alert near Mumbai ! 062b31ad-6a92-4841-9486-5e5bd5ac6168,Mumbai,1,0,0,0,1,0,1
😊 Great weather in Varanasi today ? 3f184f5c-bee4-434d-a260-bec2c87a3320,Varanasi,0,0,0,1,0,0,0
🚨 Rough sea conditions and strong waves in Vizag ? 53e77bf5-56d4-4f2e-bf06-43368de4ee06,Vizag,0,1,0,0,1,0,1
😍 Enjoying the beautiful sunset at Hyderabad ! d8487635-35b6-4b47-85c0-9284d94a945c,Hyderabad,0,0,0,1,0,0,0
😬 Reports of a tsunami alert near Nagoa Beach ! 7792289a-7eba-4501-81de-1a8426c25f9e,Nagoa Beach,1,0,0,0,1,0,0
😊 Enjoying the beautiful sunset at Jaipur ? 7eb299eb-1751-4856-a6c0-8e44ce8abbfb,Jaipur,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions ! dffcfd8e-0fb0-4d39-a258-91a4c6767964,Kochi,0,0,0,1,0,0,0
😊 Enjoying the beautiful sunset at Chennai ? 8d668aed-22be-4a96-ac01-8daa42b60001,Chennai,0,0,0,1,0,0,0
🤦‍♂️ Great weather in Vizag today ? e25ac936-7c0c-4e8e-80ce-4a82151128f4,Vizag,0,0,0,1,0,0,0
⚠️ The new movie's climax was a flood of emotions ? 6fd56d64-cb06-4078-9857-c5f4a57774d4,Vizag,0,0,0,1,0,1,0
🗓️ My life is a tsunami of work ? 8606254f-22d7-49fa-acf1-4398106dd314,Pune,0,0,0,1,0,1,0
😍 Just chilling at Alibaug beach . e78fb530-456b-448d-b33a-c7552e897d70,Alibaug,0,0,0,1,0,0,0
✅ The streets of Kollam have turned into a river ? 7cdd481e-d68b-42e7-95c7-d88e595f201e,Kollam,0,0,1,0,0,1,0
🆘 Great weather in New Delhi today ! 5ebe95d5-5d82-423f-a016-8b0dac27a1d7,New Delhi,0,0,0,1,1,0,0
🤦‍♂️ Had a great time at Alibaug . 739e3523-eaeb-4a90-a039-01d83f4ab3b3,Alibaug,0,0,0,1,0,0,0
😍 Just chilling at Varanasi beach ! f57ed414-51b3-493e-9b3e-288cd33041fb,Varanasi,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ? 30095c59-218d-43f3-8a0e-dc538bca4419,Agra,0,0,0,1,0,0,0
👍 My life is a tsunami of work . f161675e-1c03-495d-b877-5cf824276721,Gopalpur,0,0,0,1,0,0,0
"😱 Cyclone alert, waves getting dangerously high at Mumbai ? 2eed4b94-a023-4490-b999-275c7d9837c5",Mumbai,0,1,0,0,1,0,0
😎 My life is a tsunami of work ? 944e3dda-0b7e-4480-b6cc-6e32d0b95d27,Pune,0,0,0,1,0,0,0
🤦‍♂️ Enjoying the beautiful sunset at Chandigarh ? 7de4b344-22d4-491a-a0a6-4594ef6f7fd9,Chandigarh,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions . 2ff90542-9828-4e67-9277-932f24cb2ae4,Agra,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ! a943da5b-ede3-4485-8b31-fb900583be79,Goa,0,0,0,1,0,0,0
👍 Just chilling at Kochi beach . a6001faf-0749-4b9e-98f8-87a582f7b54e,Kochi,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ! 9b1aad1f-ea1d-4d22-b890-ac9fe3213253,Kolkata,0,0,0,1,0,0,0
🆘 The new movie's climax was a flood of emotions ? f2dfedce-9541-4c48-9ebb-e52e447075c5,Gopalpur,0,0,0,1,1,0,0
😊 Great weather in Alibaug today ? acaad647-2eb1-4c1d-88a6-5afb910bb05c,Alibaug,0,0,0,1,0,0,0
🏃‍♂️ High tide and strong waves at Mumbai beach ? 6de60e2d-70fc-405c-b75c-c15e4ce417de,Mumbai,0,1,0,0,1,0,0
😎 Great weather in Kollam today ! 41697ca3-6ce9-4192-ba7d-4b055fd0783e,Kollam,0,0,0,1,0,0,0
🤦‍♂️ Just chilling at Puri beach ? 0327144b-9ab0-4201-abc0-66a10e1d890b,Puri,0,0,0,1,0,0,0
👍 My life is a tsunami of work ? dff12ecd-1e84-4ba3-bb96-ec6d44d674d4,Pune,0,0,0,1,0,0,0
😂 My life is a tsunami of work ? 316e1752-e7ef-45f8-a0dd-86b2f1f35bd5,Cavelossim Beach,0,0,0,1,0,0,0
😨 The streets of Vizag have turned into a river ! d72eeaba-8dbe-4834-b883-c7ec4d7ab56e,Vizag,0,0,1,0,1,0,0
😂 My life is a tsunami of work ? 276a5c96-a24a-4fb7-b106-7b76425ae3a3,Varanasi,0,0,0,1,0,0,0
😱 Rough sea conditions and strong waves in Mumbai ? 6c5b8b31-c184-43aa-944b-59c1b0979116,Mumbai,0,1,0,0,1,0,0
😬 Coastal flooding reported in Chennai after rains . 5b49db0b-207c-4395-94ec-cad9f5c65226,Chennai,0,0,1,0,1,0,0
😊 Enjoying the beautiful sunset at Agra ! fde7c71f-7337-4708-82ec-2684c141324a,Agra,0,0,0,1,0,0,0
😰 Massive high waves hitting Kovalam beach shores ! 43da8c12-3348-40b1-a494-9cca3d12af32,Kovalam beach,0,1,0,0,1,0,0
👍 Enjoying the beautiful sunset at Jaipur . 280acfb0-373e-49fb-bf69-aba56dca1da9,Jaipur,0,0,0,1,0,0,0
📣 Had a great time at Bhopal ! 56a77ede-ac08-4f20-99d1-b50fc424799a,Bhopal,0,0,0,1,0,1,0
👍 Just chilling at Lucknow beach . db388e79-2587-4eac-850f-f39015e7ef9b,Lucknow,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions . 455b880c-62cf-424c-9618-6fcac046cdad,Vizag,0,0,0,1,0,0,0
😭 The streets of Kovalam beach have turned into a river ! 8e8cfc0e-3aef-4ef6-a860-51e08accbaeb,Kovalam beach,0,0,1,0,1,0,1
🆘 Coastal flooding reported in Puri after rains . 98b7a3bf-d1c8-4489-93b7-0525f0118838,Puri,0,0,1,0,1,0,1
📞 Coastal flooding reported in Alappuzha after rains ! 59c332c9-0b5f-46ee-8454-309827c731da,Alappuzha,0,0,1,0,1,0,1
🤷‍♀️ The new movie's climax was a flood of emotions . 5286a9e3-ec82-4987-82be-e612b23ecba2,Kolkata,0,0,0,1,0,0,0
🤦‍♂️ The new movie's climax was a flood of emotions ! 8678c605-33a3-4457-9881-c6b889b4a92f,Mumbai,0,0,0,1,0,0,0
⚠️ Massive high waves hitting Alappuzha shores ! bab85d3b-80ab-48ea-8ad3-b5c87e49a247,Alappuzha,0,1,0,0,0,1,0
✅ Tsunami warning issued for Goa ! 96aa2e96-82a6-4f10-8e1b-bd93980ed68c,Goa,1,0,0,0,0,1,0
👍 My life is a tsunami of work ! 5794e11e-567b-44e0-b6f7-5adff871a163,Gopalpur,0,0,0,1,0,0,0
🤷‍♀️ Great weather in Bangalore today ? a5e8616e-d652-47d7-b901-07df72fd6966,Bangalore,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions ! 5524a9ea-02cd-4a4a-b604-7fba4c7167a7,Hyderabad,0,0,0,1,0,0,0
😱 Coastal flooding reported in Mumbai after rains ? 3f5a9c92-77fa-4fdc-8062-3c3a0379c583,Mumbai,0,0,1,0,1,0,0
😂 Great weather in Lucknow today ? 889dc099-846a-43a9-a91c-42f4bd6734f9,Lucknow,0,0,0,1,0,0,0
😂 Had a great time at Marine Drive Mumbai ? d4571a56-af1b-4981-b3fd-bb83b6947c37,Marine Drive Mumbai,0,0,0,1,0,0,0
🆘 Enjoying the beautiful sunset at Marine Drive Mumbai ! c07b2247-b095-4f3b-9e94-87933ca316ce,Marine Drive Mumbai,0,0,0,1,1,0,0
👍 Had a great time at Kollam ? 9f7588cc-0854-4936-b509-2bfd6c5e42a3,Kollam,0,0,0,1,0,0,0
😍 Just chilling at Agra beach ! 028210eb-1d94-4842-a7c4-ad407482007f,Agra,0,0,0,1,0,0,0
😍 Great weather in Jaipur today ! 4c5360f9-fa4a-42a5-aa90-653a39fc9a8d,Jaipur,0,0,0,1,0,0,0
🤷‍♀️ The new movie's climax was a flood of emotions . 721baccd-71e5-48cc-908a-313116c18c60,Agra,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Pune . 495e4be8-cbc2-45f7-9e43-be0bd2cdf34a,Pune,0,0,0,1,0,0,0
"📰 Cyclone alert, waves getting dangerously high at Kovalam beach . 4db5e808-de00-4b7c-bcd9-748348284272",Kovalam beach,0,1,0,0,0,1,0
😊 My life is a tsunami of work . 86407240-9c75-47ff-963f-45650c14356f,Mumbai,0,0,0,1,0,0,0
😂 Great weather in Bangalore today . 9bf45530-a10a-4fda-904f-a80a2ee64309,Bangalore,0,0,0,1,0,0,0
😰 Water is entering homes in Chennai near the shore . f6b2aaf1-a7ea-4908-88f6-afc4057e95c6,Chennai,0,0,1,0,1,0,0
😨 Massive high waves hitting Alappuzha shores ? 8fc2661c-7aaf-4cbd-9723-1a2d79a34d2a,Alappuzha,0,1,0,0,1,0,0
⚠️ Water is entering homes in Gopalpur near the shore . 7d8816e1-7fd9-4225-93bf-201dc9031725,Gopalpur,0,0,1,0,0,1,0
😍 Enjoying the beautiful sunset at Chandigarh . dc525d5c-3876-4fbd-951f-2a0700fa17e4,Chandigarh,0,0,0,1,0,0,0
🆘 Massive high waves hitting Digha shores ! 3831ff28-b5c0-4670-8803-dd7a8636f0a5,Digha,0,1,0,0,1,0,0
"📰 Cyclone alert, waves getting dangerously high at Mumbai . f1b2df61-879b-4a3f-8dce-1c2de3efd83c",Mumbai,0,1,0,0,0,1,0
😂 The new movie's climax was a flood of emotions ! 1e131601-1568-4b41-a692-f4e4d00bbd2d,New Delhi,0,0,0,1,0,0,0
🤷‍♀️ Enjoying the beautiful sunset at Chennai . 49e9f527-1c4e-45fa-840d-48d443dd9208,Chennai,0,0,0,1,0,0,0
👍 Great weather in Amritsar today ? b1e79098-2aa5-4bed-9852-f0eb46f20015,Amritsar,0,0,0,1,0,0,0
😂 Had a great time at Bhopal . 8f31c59a-ec24-48b7-a879-32f9977da120,Bhopal,0,0,0,1,0,0,0
😊 My life is a tsunami of work . 22e3aae7-3137-4b3d-b256-024c4a483393,Marina Beach Chennai,0,0,0,1,0,0,0
😂 Had a great time at Chandigarh . b83c2d0b-fb2c-4e39-a568-1e870f2952e0,Chandigarh,0,0,0,1,0,0,0
😊 Just chilling at Marine Drive Mumbai beach ? f802d598-284c-4f39-9802-1014389cd8f3,Marine Drive Mumbai,0,0,0,1,0,0,0
